customerNumber,quantityOrdered,priceEach,status,comments,productName,orderDate,shippedDate,comments
141,38,119.20,Shipped,NULL,"1970 Triumph Spitfire",2005-03-01,2005-03-06,"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models."
141,38,119.20,Shipped,NULL,"1970 Triumph Spitfire",2005-03-15,2005-03-19,NULL
141,38,119.20,Shipped,NULL,"1970 Triumph Spitfire",2005-05-03,2005-05-05,NULL
141,38,119.20,Shipped,NULL,"1970 Triumph Spitfire",2005-05-13,2005-05-19,"Customer doesn't like the colors and precision of the models."
141,38,119.20,Shipped,NULL,"1970 Triumph Spitfire",2005-05-31,NULL,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2003-01-31,2003-02-01,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2003-06-06,2003-06-11,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2003-06-27,2003-07-03,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2003-09-28,2003-10-03,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2003-10-08,2003-10-11,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2003-11-19,2003-11-20,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2003-12-02,2003-12-07,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2003-12-03,2003-12-07," I need all the information I can get on our competitors."
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-01-16,2004-01-18,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-04-29,2004-05-04,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-05-05,2004-05-06,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-06-24,NULL,"This customer found a better offer from one of our competitors. Will call back to renegotiate."
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-08-09,2004-08-15,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-10-16,2004-10-20,"Difficult to negotiate with customer. We need more marketing materials"
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-12-02,2004-12-05,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-12-07,2004-12-13,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2004-12-10,2004-12-16,"Customer requested that DHL is used for this shipping"
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-02-10,2005-02-11,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-02-10,2005-02-11,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-02-16,2005-02-18,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-02-22,2005-02-25,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-03-01,2005-03-06,"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models."
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-03-15,2005-03-19,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-05-03,2005-05-05,NULL
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-05-13,2005-05-19,"Customer doesn't like the colors and precision of the models."
141,35,52.02,Shipped,NULL,"1970 Dodge Coronet",2005-05-31,NULL,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2003-01-31,2003-02-01,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2003-06-06,2003-06-11,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2003-06-27,2003-07-03,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2003-09-28,2003-10-03,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2003-10-08,2003-10-11,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2003-11-19,2003-11-20,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2003-12-02,2003-12-07,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2003-12-03,2003-12-07," I need all the information I can get on our competitors."
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-01-16,2004-01-18,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-04-29,2004-05-04,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-05-05,2004-05-06,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-06-24,NULL,"This customer found a better offer from one of our competitors. Will call back to renegotiate."
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-08-09,2004-08-15,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-10-16,2004-10-20,"Difficult to negotiate with customer. We need more marketing materials"
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-12-02,2004-12-05,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-12-07,2004-12-13,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2004-12-10,2004-12-16,"Customer requested that DHL is used for this shipping"
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-02-10,2005-02-11,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-02-10,2005-02-11,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-02-16,2005-02-18,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-02-22,2005-02-25,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-03-01,2005-03-06,"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models."
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-03-15,2005-03-19,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-05-03,2005-05-05,NULL
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-05-13,2005-05-19,"Customer doesn't like the colors and precision of the models."
141,44,30.41,Shipped,NULL,"1958 Chevy Corvette Limited Edition",2005-05-31,NULL,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2003-01-31,2003-02-01,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2003-06-06,2003-06-11,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2003-06-27,2003-07-03,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2003-09-28,2003-10-03,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2003-10-08,2003-10-11,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2003-11-19,2003-11-20,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2003-12-02,2003-12-07,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2003-12-03,2003-12-07," I need all the information I can get on our competitors."
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-01-16,2004-01-18,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-04-29,2004-05-04,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-05-05,2004-05-06,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-06-24,NULL,"This customer found a better offer from one of our competitors. Will call back to renegotiate."
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-08-09,2004-08-15,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-10-16,2004-10-20,"Difficult to negotiate with customer. We need more marketing materials"
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-12-02,2004-12-05,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-12-07,2004-12-13,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2004-12-10,2004-12-16,"Customer requested that DHL is used for this shipping"
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-02-10,2005-02-11,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-02-10,2005-02-11,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-02-16,2005-02-18,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-02-22,2005-02-25,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-03-01,2005-03-06,"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models."
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-03-15,2005-03-19,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-05-03,2005-05-05,NULL
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-05-13,2005-05-19,"Customer doesn't like the colors and precision of the models."
141,26,106.45,Shipped,NULL,"1992 Porsche Cayenne Turbo Silver",2005-05-31,NULL,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2003-01-31,2003-02-01,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2003-06-06,2003-06-11,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2003-06-27,2003-07-03,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2003-09-28,2003-10-03,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2003-10-08,2003-10-11,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2003-11-19,2003-11-20,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2003-12-02,2003-12-07,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2003-12-03,2003-12-07," I need all the information I can get on our competitors."
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-01-16,2004-01-18,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-04-29,2004-05-04,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-05-05,2004-05-06,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-06-24,NULL,"This customer found a better offer from one of our competitors. Will call back to renegotiate."
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-08-09,2004-08-15,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-10-16,2004-10-20,"Difficult to negotiate with customer. We need more marketing materials"
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-12-02,2004-12-05,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-12-07,2004-12-13,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2004-12-10,2004-12-16,"Customer requested that DHL is used for this shipping"
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-02-10,2005-02-11,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-02-10,2005-02-11,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-02-16,2005-02-18,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-02-22,2005-02-25,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-03-01,2005-03-06,"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models."
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-03-15,2005-03-19,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-05-03,2005-05-05,NULL
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-05-13,2005-05-19,"Customer doesn't like the colors and precision of the models."
141,35,51.95,Shipped,NULL,"1954 Greyhound Scenicruiser",2005-05-31,NULL,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2003-01-31,2003-02-01,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2003-06-06,2003-06-11,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2003-06-27,2003-07-03,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2003-09-28,2003-10-03,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2003-10-08,2003-10-11,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2003-11-19,2003-11-20,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2003-12-02,2003-12-07,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2003-12-03,2003-12-07," I need all the information I can get on our competitors."
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-01-16,2004-01-18,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-04-29,2004-05-04,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-05-05,2004-05-06,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-06-24,NULL,"This customer found a better offer from one of our competitors. Will call back to renegotiate."
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-08-09,2004-08-15,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-10-16,2004-10-20,"Difficult to negotiate with customer. We need more marketing materials"
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-12-02,2004-12-05,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-12-07,2004-12-13,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2004-12-10,2004-12-16,"Customer requested that DHL is used for this shipping"
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-02-10,2005-02-11,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-02-10,2005-02-11,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-02-16,2005-02-18,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-02-22,2005-02-25,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-03-01,2005-03-06,"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models."
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-03-15,2005-03-19,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-05-03,2005-05-05,NULL
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-05-13,2005-05-19,"Customer doesn't like the colors and precision of the models."
141,49,56.55,Shipped,NULL,"1950's Chicago Surface Lines Streetcar",2005-05-31,NULL,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2003-01-31,2003-02-01,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2003-06-06,2003-06-11,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2003-06-27,2003-07-03,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2003-09-28,2003-10-03,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2003-10-08,2003-10-11,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2003-11-19,2003-11-20,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2003-12-02,2003-12-07,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2003-12-03,2003-12-07," I need all the information I can get on our competitors."
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-01-16,2004-01-18,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-04-29,2004-05-04,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-05-05,2004-05-06,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-06-24,NULL,"This customer found a better offer from one of our competitors. Will call back to renegotiate."
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-08-09,2004-08-15,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-10-16,2004-10-20,"Difficult to negotiate with customer. We need more marketing materials"
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-12-02,2004-12-05,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-12-07,2004-12-13,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2004-12-10,2004-12-16,"Customer requested that DHL is used for this shipping"
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-02-10,2005-02-11,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-02-10,2005-02-11,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-02-16,2005-02-18,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-02-22,2005-02-25,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-03-01,2005-03-06,"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models."
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-03-15,2005-03-19,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-05-03,2005-05-05,NULL
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-05-13,2005-05-19,"Customer doesn't like the colors and precision of the models."
141,33,114.59,Shipped,NULL,"Diamond T620 Semi-Skirted Tanker",2005-05-31,NULL,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2003-01-31,2003-02-01,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2003-06-06,2003-06-11,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2003-06-27,2003-07-03,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2003-09-28,2003-10-03,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2003-10-08,2003-10-11,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2003-11-19,2003-11-20,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2003-12-02,2003-12-07,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2003-12-03,2003-12-07," I need all the information I can get on our competitors."
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-01-16,2004-01-18,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-04-29,2004-05-04,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-05-05,2004-05-06,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-06-24,NULL,"This customer found a better offer from one of our competitors. Will call back to renegotiate."
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-08-09,2004-08-15,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-10-16,2004-10-20,"Difficult to negotiate with customer. We need more marketing materials"
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-12-02,2004-12-05,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-12-07,2004-12-13,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2004-12-10,2004-12-16,"Customer requested that DHL is used for this shipping"
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-02-10,2005-02-11,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-02-10,2005-02-11,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-02-16,2005-02-18,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-02-22,2005-02-25,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-03-01,2005-03-06,"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models."
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-03-15,2005-03-19,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-05-03,2005-05-05,NULL
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-05-13,2005-05-19,"Customer doesn't like the colors and precision of the models."
141,32,53.31,Shipped,NULL,"1962 City of Detroit Streetcar",2005-05-31,NULL,NULL
145,50,127.84,Shipped,NULL,"1972 Alfa Romeo GTA",2003-02-11,2003-02-12,NULL
145,50,127.84,Shipped,NULL,"1972 Alfa Romeo GTA",2004-04-09,2004-04-10,NULL
145,50,127.84,Shipped,NULL,"1972 Alfa Romeo GTA",2004-06-08,2004-06-10,NULL
145,50,127.84,Shipped,NULL,"1972 Alfa Romeo GTA",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,50,127.84,Shipped,NULL,"1972 Alfa Romeo GTA",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,41,205.72,Shipped,NULL,"2001 Ferrari Enzo",2003-02-11,2003-02-12,NULL
145,41,205.72,Shipped,NULL,"2001 Ferrari Enzo",2004-04-09,2004-04-10,NULL
145,41,205.72,Shipped,NULL,"2001 Ferrari Enzo",2004-06-08,2004-06-10,NULL
145,41,205.72,Shipped,NULL,"2001 Ferrari Enzo",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,41,205.72,Shipped,NULL,"2001 Ferrari Enzo",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,29,141.88,Shipped,NULL,"1969 Ford Falcon",2003-02-11,2003-02-12,NULL
145,29,141.88,Shipped,NULL,"1969 Ford Falcon",2004-04-09,2004-04-10,NULL
145,29,141.88,Shipped,NULL,"1969 Ford Falcon",2004-06-08,2004-06-10,NULL
145,29,141.88,Shipped,NULL,"1969 Ford Falcon",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,29,141.88,Shipped,NULL,"1969 Ford Falcon",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,22,136.59,Shipped,NULL,"1903 Ford Model A",2003-02-11,2003-02-12,NULL
145,22,136.59,Shipped,NULL,"1903 Ford Model A",2004-04-09,2004-04-10,NULL
145,22,136.59,Shipped,NULL,"1903 Ford Model A",2004-06-08,2004-06-10,NULL
145,22,136.59,Shipped,NULL,"1903 Ford Model A",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,22,136.59,Shipped,NULL,"1903 Ford Model A",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,38,87.73,Shipped,NULL,"Collectable Wooden Train",2003-02-11,2003-02-12,NULL
145,38,87.73,Shipped,NULL,"Collectable Wooden Train",2004-04-09,2004-04-10,NULL
145,38,87.73,Shipped,NULL,"Collectable Wooden Train",2004-06-08,2004-06-10,NULL
145,38,87.73,Shipped,NULL,"Collectable Wooden Train",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,38,87.73,Shipped,NULL,"Collectable Wooden Train",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,41,75.48,Shipped,NULL,"1904 Buick Runabout",2003-02-11,2003-02-12,NULL
145,41,75.48,Shipped,NULL,"1904 Buick Runabout",2004-04-09,2004-04-10,NULL
145,41,75.48,Shipped,NULL,"1904 Buick Runabout",2004-06-08,2004-06-10,NULL
145,41,75.48,Shipped,NULL,"1904 Buick Runabout",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,41,75.48,Shipped,NULL,"1904 Buick Runabout",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,43,117.97,Shipped,NULL,"18th century schooner",2003-02-11,2003-02-12,NULL
145,43,117.97,Shipped,NULL,"18th century schooner",2004-04-09,2004-04-10,NULL
145,43,117.97,Shipped,NULL,"18th century schooner",2004-06-08,2004-06-10,NULL
145,43,117.97,Shipped,NULL,"18th century schooner",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,43,117.97,Shipped,NULL,"18th century schooner",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,44,73.46,Shipped,NULL,"1912 Ford Model T Delivery Wagon",2003-02-11,2003-02-12,NULL
145,44,73.46,Shipped,NULL,"1912 Ford Model T Delivery Wagon",2004-04-09,2004-04-10,NULL
145,44,73.46,Shipped,NULL,"1912 Ford Model T Delivery Wagon",2004-06-08,2004-06-10,NULL
145,44,73.46,Shipped,NULL,"1912 Ford Model T Delivery Wagon",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,44,73.46,Shipped,NULL,"1912 Ford Model T Delivery Wagon",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,50,75.47,Shipped,NULL,"1940 Ford Delivery Sedan",2003-02-11,2003-02-12,NULL
145,50,75.47,Shipped,NULL,"1940 Ford Delivery Sedan",2004-04-09,2004-04-10,NULL
145,50,75.47,Shipped,NULL,"1940 Ford Delivery Sedan",2004-06-08,2004-06-10,NULL
145,50,75.47,Shipped,NULL,"1940 Ford Delivery Sedan",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
